ID,FirstYearDelinquency,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
8328543,0,61,59,5,0,14,5,1,0
8328544,1,372,95,40,5,68,1,30,0
8328545,0,36,37,NA,0,NA,NA,1,0
8328546,0,349,241,86,0,93,2,1,0
8328547,1,85,85,NA,0,NA,NA,1,0
8328548,1,66,42,NA,1,NA,NA,1,0
8328549,0,150,102,4,0,53,2,1,0
8328550,1,20,11,NA,0,NA,NA,1,0
8328551,0,268,173,47,0,71,2,1,0
8328552,1,297,227,14,0,58,0,400,0
8328553,0,238,89,14,0,14,1,400,0
8328554,0,264,32,NA,0,NA,NA,90,0
8328555,0,36,17,NA,0,NA,NA,1,0
8328556,1,341,380,33,2,33,1,400,0
8328557,0,26,NA,NA,0,NA,NA,NA,0
8328558,0,248,161,61,1,61,1,1,0
8328559,1,287,131,76,0,102,1,1,0
8328560,0,278,174,NA,0,NA,NA,1,0
8328561,0,339,208,25,5,34,1,400,0
8328562,0,289,138,73,0,98,1,1,0
8328563,1,133,NA,NA,NA,NA,NA,NA,0
8328564,0,293,252,52,0,52,1,1,0
8328565,0,300,62,NA,0,NA,NA,400,0
8328566,0,NA,NA,NA,NA,NA,NA,NA,NA
8328567,1,267,139,101,0,101,0,400,0
8328568,0,381,286,79,0,113,1,1,0
8328569,1,121,43,27,1,27,1,1,0
8328570,0,382,47,47,0,47,1,400,0
8328571,0,315,69,40,0,55,1,30,0
8328572,1,22,14,NA,0,NA,NA,1,1
8328573,0,131,132,3,0,6,2,30,0
8328574,1,191,145,105,0,125,2,1,0
8328575,0,103,84,NA,0,NA,NA,1,0
8328576,1,269,NA,NA,NA,NA,NA,NA,0
8328577,1,112,58,NA,1,NA,NA,1,0
8328578,0,346,310,22,0,63,0,400,0
8328579,0,206,112,NA,3,NA,NA,1,0
8328580,1,287,145,65,0,105,2,90,0
8328581,1,148,101,NA,0,NA,NA,400,1
8328582,0,129,88,88,0,88,0,400,0
8328583,0,165,127,127,0,127,0,1,0
8328584,1,294,241,133,1,133,0,1,0
8328585,1,231,71,NA,0,NA,NA,1,0
8328586,1,298,226,89,0,89,0,400,0
8328587,1,81,73,NA,0,NA,NA,400,0
8328588,0,93,94,37,0,37,1,1,0
8328589,1,57,57,11,2,16,2,1,0
8328590,0,290,201,61,0,74,1,1,0
8328591,1,348,112,NA,0,NA,NA,1,0
8328592,1,162,129,125,0,125,0,400,0
8328593,1,70,NA,NA,1,NA,NA,NA,0
8328594,0,376,198,4,1,78,9,1,0
8328595,1,275,252,81,0,102,0,1,0
8328596,1,119,122,24,1,35,2,400,0
8328597,1,NA,NA,NA,NA,NA,NA,NA,NA
8328598,0,379,309,124,0,124,1,30,0
8328599,0,NA,158,NA,0,NA,NA,1,0
8328600,0,363,267,10,2,10,1,1,0
8328601,0,265,134,75,0,75,0,1,0
8328602,0,153,9,NA,0,NA,NA,1,0
8328603,0,317,202,32,0,81,1,30,0
8328604,0,321,87,13,2,37,3,400,0
8328605,0,297,165,NA,0,NA,NA,400,0
8328606,0,373,327,16,0,84,3,1,0
8328607,0,82,4,NA,0,NA,NA,1,0
8328608,0,357,189,56,0,93,4,1,0
8328609,0,6,NA,NA,0,NA,NA,NA,1
8328610,1,243,198,NA,0,NA,NA,30,0
8328611,0,303,173,59,0,59,1,1,0
8328612,0,346,287,NA,0,NA,NA,1,0
8328613,0,59,NA,NA,0,NA,NA,NA,0
8328614,0,181,75,28,0,28,0,400,0
8328615,0,220,123,25,1,25,1,400,0
8328616,0,321,98,81,0,81,1,1,0
8328617,0,110,107,62,0,82,2,30,0
8328618,0,375,145,145,0,145,1,400,0
8328619,0,297,369,2,2,51,5,1,0
8328620,0,308,94,17,0,55,5,400,0
8328621,1,NA,NA,NA,0,NA,NA,NA,1
8328622,0,79,63,NA,0,NA,NA,1,0
8328623,0,273,NA,NA,NA,NA,NA,NA,0
8328624,0,316,311,311,2,311,1,400,0
8328625,1,129,NA,NA,0,NA,NA,NA,0
8328626,0,221,49,30,0,40,2,1,0
8328627,0,320,95,39,0,52,1,1,0
8328628,0,277,227,91,0,91,1,1,0
8328629,1,349,421,4,0,63,3,30,1
8328630,0,67,4,NA,0,NA,NA,1,0
8328631,0,376,NA,NA,0,NA,NA,NA,0
8328632,0,325,310,36,2,72,1,400,0
8328633,0,78,77,NA,0,NA,NA,1,0
8328634,0,304,126,122,0,122,1,1,0
8328635,1,31,31,9,0,20,0,400,0
8328636,0,297,267,108,0,108,0,1,0
8328637,1,303,7,NA,0,NA,NA,1,1
8328638,0,165,115,21,2,36,2,400,0
8328639,1,27,NA,NA,0,NA,NA,NA,1
8328640,0,159,86,47,1,67,2,30,0
8328641,0,121,75,NA,0,NA,NA,400,0
8328642,1,86,21,NA,0,NA,NA,400,0
8328643,0,271,127,28,3,74,0,90,0
8328644,1,252,228,26,3,68,0,400,0
8328645,0,107,96,96,0,96,0,400,0
8328646,1,325,117,2,0,35,2,1,0
8328647,0,37,22,NA,1,NA,NA,30,0
8328648,1,242,93,2,1,46,1,400,0
8328649,0,253,224,99,0,99,0,400,0
8328650,1,171,NA,NA,0,NA,NA,NA,0
8328651,0,8,NA,NA,0,NA,NA,NA,0
8328652,0,235,40,NA,0,NA,NA,1,0
8328653,0,26,17,NA,0,NA,NA,1,0
8328654,0,189,179,50,0,50,1,400,0
8328655,0,160,90,89,0,89,1,90,0
8328656,0,382,410,NA,0,NA,NA,1,0
8328657,0,269,86,12,0,52,2,1,0
8328658,1,281,124,41,4,41,1,400,0
8328659,0,174,165,70,0,94,2,1,0
8328660,1,97,49,6,0,16,2,1,0
8328661,0,175,98,NA,0,NA,NA,30,0
8328662,0,145,NA,NA,1,NA,NA,NA,0
8328663,0,222,149,97,0,112,2,1,0
8328664,1,63,60,NA,0,NA,NA,400,0
8328665,0,127,122,69,0,95,4,1,0
8328666,0,241,214,44,0,57,1,120,0
8328667,0,61,45,13,0,13,1,120,0
8328668,0,35,4,NA,0,NA,NA,1,0
8328669,0,196,66,NA,0,NA,NA,400,0
8328670,1,291,50,50,1,50,0,400,0
8328671,1,374,163,157,0,157,1,400,0
8328672,0,315,326,21,0,57,1,90,0
8328673,0,241,120,101,0,109,3,1,0
8328674,0,446,92,92,0,92,0,1,0
8328675,0,229,224,43,0,43,0,400,0
8328676,1,33,33,27,2,27,0,1,0
8328677,0,221,94,88,0,88,0,1,0
8328678,0,37,NA,NA,0,NA,NA,NA,0
8328679,0,117,81,81,0,81,1,400,0
8328680,0,223,129,22,1,23,1,90,0
8328681,1,116,110,61,0,61,1,1,0
8328682,0,358,285,6,1,80,3,400,0
8328683,1,156,69,69,0,69,0,400,1
8328684,1,143,94,93,1,93,0,90,0
8328685,0,289,57,11,0,25,4,1,0
8328686,0,255,NA,NA,0,NA,NA,NA,0
8328687,0,282,130,57,0,96,5,400,0
8328688,1,233,168,5,0,67,6,30,0
8328689,1,378,108,14,0,40,3,400,0
8328690,0,174,120,NA,0,NA,NA,400,0
8328691,1,24,10,NA,0,NA,NA,1,1
8328692,1,171,118,94,0,102,1,1,0
8328693,0,113,88,87,0,87,0,30,0
8328694,0,320,167,37,0,105,2,1,0
8328695,0,148,127,19,0,69,2,30,0
8328696,0,10,9,NA,0,NA,NA,1,0
8328697,0,313,279,24,0,79,1,1,0
8328698,0,46,NA,NA,NA,NA,NA,NA,0
8328699,0,304,433,NA,0,NA,NA,1,0
8328700,0,96,NA,NA,NA,NA,NA,NA,0
8328701,0,130,33,33,0,33,0,1,1
8328702,0,361,NA,NA,0,NA,NA,NA,0
8328703,1,31,129,NA,0,NA,NA,400,0
8328704,1,NA,NA,NA,NA,NA,NA,NA,NA
8328705,0,27,2,NA,1,NA,NA,1,0
8328706,0,351,58,NA,0,NA,NA,1,0
8328707,0,323,208,5,0,75,2,30,0
8328708,0,354,128,22,5,64,1,30,0
8328709,0,267,276,55,2,129,1,400,1
8328710,0,194,159,113,0,136,1,1,0
8328711,0,322,177,3,1,42,5,1,0
8328712,0,222,205,144,1,144,1,400,0
8328713,1,69,61,NA,1,NA,NA,400,0
8328714,0,356,85,NA,0,NA,NA,400,1
8328715,0,297,137,NA,0,NA,NA,1,0
8328716,0,304,191,103,0,128,1,400,0
8328717,1,167,72,3,1,3,1,400,0
8328718,0,317,234,3,0,6,2,1,0
8328719,0,268,248,43,0,88,0,400,0
8328720,0,307,101,NA,0,NA,NA,400,0
8328721,0,8,3,NA,0,NA,NA,1,1
8328722,0,118,118,118,1,118,0,1,0
8328723,1,1,20,NA,0,NA,NA,1,0
8328724,0,76,76,NA,0,NA,NA,400,0
8328725,0,294,171,12,0,69,1,60,0
8328726,0,178,131,129,0,129,1,1,0
8328727,1,162,NA,NA,NA,NA,NA,NA,0
8328728,1,151,116,116,0,116,0,400,0
8328729,0,295,153,53,0,75,0,400,0
8328730,0,214,188,69,0,119,1,400,0
8328731,0,180,181,NA,0,NA,NA,1,0
8328732,0,327,59,45,0,45,0,1,0
8328733,0,85,46,NA,1,NA,NA,1,0
8328734,1,87,22,10,0,10,1,1,1
8328735,1,150,88,88,0,88,1,400,1
8328736,1,168,112,NA,0,NA,NA,1,0
8328737,0,201,72,NA,0,NA,NA,1,0
8328738,1,302,138,11,0,11,0,30,0
8328739,1,203,198,87,1,87,0,400,0
8328740,0,7,NA,NA,NA,NA,NA,NA,0
8328741,0,323,523,39,0,87,5,1,0
8328742,0,188,103,86,0,86,1,30,0
8328743,0,47,NA,NA,0,NA,NA,NA,0
8328744,1,262,130,NA,0,NA,NA,1,0
8328745,0,62,63,NA,0,NA,NA,1,1
8328746,0,225,220,45,0,80,4,30,0
8328747,0,243,135,78,0,78,0,400,0
8328748,0,96,47,NA,1,NA,NA,1,0
8328749,0,377,24,24,0,24,1,1,0
8328750,0,365,315,34,0,77,1,30,0
8328751,1,72,22,NA,0,NA,NA,1,0
8328752,0,204,83,NA,0,NA,NA,1,1
8328753,0,128,54,10,1,32,1,60,0
8328754,0,356,384,82,0,82,1,1,0
8328755,0,41,27,NA,2,NA,NA,1,0
8328756,0,342,154,83,0,83,0,400,0
8328757,0,117,112,8,0,8,1,1,0
8328758,1,18,NA,NA,NA,NA,NA,NA,0
8328759,1,139,139,NA,0,NA,NA,1,1
8328760,0,240,165,NA,0,NA,NA,1,0
8328761,0,321,175,6,0,23,2,1,0
8328762,0,174,131,27,0,75,1,120,0
8328763,1,136,97,88,0,93,2,1,0
8328764,1,194,47,NA,0,NA,NA,1,0
8328765,1,70,73,NA,0,NA,NA,400,1
8328766,0,291,93,52,0,73,2,1,0
8328767,0,294,104,104,0,104,0,1,0
8328768,1,231,210,NA,1,NA,NA,1,0
8328769,0,58,46,40,1,40,0,400,0
8328770,0,226,241,81,1,98,1,30,0
8328771,0,310,NA,NA,0,NA,NA,NA,0
8328772,0,382,205,48,0,73,2,1,0
8328773,0,39,28,25,0,25,0,30,0
8328774,0,300,170,18,0,53,1,60,0
8328775,1,242,52,NA,0,NA,NA,1,0
8328776,1,196,142,3,0,70,2,400,0
8328777,0,290,79,NA,0,NA,NA,120,0
8328778,0,77,50,10,0,10,1,30,0
8328779,1,139,264,82,0,82,0,400,0
8328780,1,219,NA,NA,NA,NA,NA,NA,0
8328781,0,57,58,NA,0,NA,NA,1,0
8328782,1,214,51,51,0,51,0,1,0
8328783,1,382,96,NA,0,NA,NA,1,0
8328784,1,29,13,6,0,6,1,1,0
8328785,0,263,79,NA,0,NA,NA,400,0
8328786,1,91,63,NA,0,NA,NA,1,0
8328787,1,145,138,41,1,41,1,400,0
8328788,1,232,NA,NA,0,NA,NA,NA,0
8328789,0,358,244,91,0,144,4,400,0
8328790,0,121,88,12,1,31,1,400,0
8328791,0,57,36,NA,0,NA,NA,1,0
8328792,1,209,NA,NA,NA,NA,NA,NA,0
8328793,1,204,42,20,0,30,1,400,0
8328794,0,288,158,76,0,89,1,400,0
8328795,0,204,173,173,0,173,1,1,0
8328796,0,99,99,74,0,74,1,30,0
8328797,1,165,160,86,0,123,1,400,0
8328798,0,335,94,26,2,44,1,400,0
8328799,1,257,286,190,0,190,0,400,0
8328800,1,262,60,NA,1,NA,NA,400,0
8328801,0,28,29,29,0,29,0,60,0
8328802,0,210,161,NA,0,NA,NA,400,0
8328803,0,195,164,NA,0,NA,NA,1,0
8328804,0,135,122,5,0,45,2,1,0
8328805,0,68,14,NA,0,NA,NA,400,0
8328806,0,87,75,NA,1,NA,NA,400,0
8328807,0,313,245,32,0,83,1,400,0
8328808,0,76,40,12,0,12,0,400,0
8328809,0,367,160,10,0,13,0,400,0
8328810,0,203,171,131,1,131,0,400,0
8328811,1,347,219,48,0,54,1,1,0
8328812,0,240,66,NA,0,NA,NA,1,0
8328813,0,162,95,33,0,52,1,30,0
8328814,0,228,95,NA,0,NA,NA,1,0
8328815,1,57,57,NA,0,NA,NA,400,0
8328816,0,324,157,37,2,97,0,400,0
8328817,0,159,110,95,0,95,0,400,0
8328818,0,307,176,107,0,107,0,1,0
8328819,1,157,151,51,0,51,0,1,0
8328820,0,143,118,27,0,27,1,1,0
8328821,0,341,201,32,0,80,3,1,0
8328822,1,43,NA,NA,1,NA,NA,NA,0
8328823,1,137,114,25,2,62,3,400,0
8328824,0,37,35,7,0,21,1,30,0
8328825,0,274,240,88,1,88,0,1,0
8328826,1,8,6,NA,1,NA,NA,1,0
8328827,1,197,116,NA,0,NA,NA,400,0
8328828,0,231,181,NA,0,NA,NA,400,1
8328829,0,342,NA,NA,NA,NA,NA,NA,0
8328830,1,183,116,NA,0,NA,NA,400,0
8328831,0,43,30,NA,0,NA,NA,1,0
8328832,1,32,32,NA,0,NA,NA,120,0
8328833,1,5,4,NA,0,NA,NA,1,0
8328834,0,275,158,31,0,85,4,120,0
8328835,0,346,148,55,0,66,1,1,0
8328836,0,376,367,128,3,128,1,1,0
8328837,1,3,0,NA,0,NA,NA,1,0
8328838,1,117,78,NA,0,NA,NA,1,0
8328839,1,14,1,NA,1,NA,NA,1,0
8328840,1,354,55,55,0,55,0,1,0
8328841,1,373,72,NA,0,NA,NA,400,0
8328842,0,356,1,NA,0,NA,NA,1,0
8328843,0,154,NA,NA,0,NA,NA,NA,0
8328844,1,248,40,NA,1,NA,NA,1,1
8328845,0,303,46,46,0,46,0,400,0
8328846,1,148,NA,NA,0,NA,NA,NA,1
8328847,1,87,55,12,1,34,1,400,0
8328848,1,193,95,NA,0,NA,NA,400,0
8328849,0,91,89,76,0,76,0,400,1
8328850,1,381,NA,NA,0,NA,NA,NA,0
8328851,1,231,92,NA,0,NA,NA,1,0
8328852,0,362,139,139,0,139,1,1,0
8328853,0,85,83,NA,0,NA,NA,1,1
8328854,1,88,79,NA,0,NA,NA,400,0
8328855,0,120,90,NA,0,NA,NA,400,0
8328856,1,65,NA,NA,0,NA,NA,NA,0
8328857,1,242,48,NA,0,NA,NA,1,0
8328858,1,212,NA,NA,0,NA,NA,NA,0
8328859,0,306,102,20,2,61,0,400,1
8328860,0,328,177,95,1,95,0,1,1
8328861,1,36,19,7,0,7,1,1,0
8328862,0,290,207,30,0,91,1,400,0
8328863,0,280,58,NA,1,NA,NA,400,0
8328864,0,181,98,98,0,98,0,1,0
8328865,0,87,54,54,0,54,1,1,0
8328866,0,375,83,NA,0,NA,NA,1,0
8328867,0,264,134,73,0,73,0,1,0
8328868,0,310,297,NA,0,NA,NA,400,0
8328869,0,210,24,24,0,24,0,1,0
8328870,0,299,232,111,0,126,1,1,0
8328871,0,338,156,NA,0,NA,NA,1,0
8328872,1,243,126,26,0,65,3,400,0
8328873,0,115,NA,NA,NA,NA,NA,NA,0
8328874,1,151,149,14,3,14,1,400,0
8328875,1,235,186,NA,0,NA,NA,400,0
8328876,0,293,263,27,2,87,3,30,0
8328877,0,238,125,119,0,119,1,1,0
8328878,1,258,57,NA,0,NA,NA,400,0
8328879,1,161,120,101,0,101,0,1,1
8328880,1,246,158,47,0,73,2,1,0
8328881,0,202,105,43,0,63,2,1,0
8328882,0,293,143,NA,0,NA,NA,400,0
8328883,1,101,30,17,0,17,0,400,0
8328884,0,29,NA,NA,NA,NA,NA,NA,0
8328885,0,298,291,62,0,101,2,30,0
8328886,1,131,2,2,2,2,1,1,0
8328887,0,197,183,NA,0,NA,NA,1,0
8328888,1,286,279,134,2,134,0,1,0
8328889,0,237,243,86,0,86,0,400,0
8328890,0,318,151,78,0,107,1,30,0
8328891,1,220,94,NA,0,NA,NA,1,0
8328892,0,252,51,NA,0,NA,NA,1,0
8328893,1,47,38,5,0,5,1,400,1
8328894,0,338,155,23,0,54,1,400,0
8328895,1,14,120,NA,0,NA,NA,60,0
8328896,1,212,311,21,1,87,1,1,0
8328897,0,143,76,18,0,18,1,1,0
8328898,0,282,158,70,1,114,1,400,0
8328899,1,261,214,39,0,89,1,1,0
8328900,1,19,14,NA,0,NA,NA,1,0
8328901,0,342,134,NA,0,NA,NA,1,0
8328902,0,200,86,86,1,86,1,400,1
8328903,1,300,141,40,0,91,2,400,1
8328904,0,222,94,72,1,81,0,400,0
8328905,0,305,327,110,0,121,0,90,0
8328906,0,322,272,71,0,135,2,1,0
8328907,0,113,98,57,1,79,1,400,1
8328908,0,166,166,NA,1,NA,NA,30,0
8328909,0,169,21,NA,0,NA,NA,60,0
8328910,0,207,207,2,0,37,1,400,0
8328911,0,375,191,191,0,191,1,1,0
8328912,1,67,53,NA,0,NA,NA,400,0
8328913,0,86,34,9,1,19,1,1,0
8328914,1,303,204,NA,0,NA,NA,400,0
8328915,0,245,120,47,0,68,2,1,0
8328916,1,57,42,NA,4,NA,NA,30,0
8328917,0,195,196,NA,0,NA,NA,400,0
8328918,0,375,98,63,1,81,1,1,0
8328919,1,95,96,65,0,65,0,400,0
8328920,0,114,82,NA,0,NA,NA,1,0
8328921,1,48,49,NA,0,NA,NA,1,0
8328922,1,184,90,87,0,87,0,400,0
8328923,0,358,71,NA,1,NA,NA,400,0
8328924,0,266,110,47,0,66,1,400,0
8328925,1,246,131,4,0,50,1,400,0
8328926,1,108,109,109,1,109,1,400,0
8328927,0,314,26,26,2,26,1,400,1
8328928,1,95,92,NA,0,NA,NA,120,0
8328929,0,340,334,7,0,69,6,1,0
8328930,1,157,41,41,0,41,0,1,0
8328931,0,97,58,58,0,58,0,1,1
8328932,0,462,226,25,0,54,0,1,1
8328933,0,215,221,66,0,92,0,1,0
8328934,0,340,158,158,1,158,0,1,0
8328935,0,139,111,NA,0,NA,NA,400,0
8328936,1,291,197,NA,1,NA,NA,400,0
8328937,1,334,4,NA,0,NA,NA,1,0
8328938,0,293,43,NA,1,NA,NA,30,0
8328939,0,124,49,NA,0,NA,NA,1,0
8328940,1,238,122,55,0,55,0,400,0
8328941,1,356,NA,NA,NA,NA,NA,NA,0
8328942,0,59,NA,NA,0,NA,NA,NA,0
8328943,1,252,100,NA,1,NA,NA,1,0
8328944,0,323,190,77,0,79,1,400,0
8328945,0,355,153,95,1,107,2,1,0
8328946,0,206,116,98,0,98,0,1,0
8328947,0,336,69,NA,0,NA,NA,1,0
8328948,1,33,33,NA,0,NA,NA,400,0
8328949,1,155,64,NA,1,NA,NA,400,0
8328950,1,237,257,45,0,62,1,1,0
8328951,0,382,218,94,0,109,2,1,0
8328952,0,147,NA,NA,0,NA,NA,NA,0
8328953,0,121,90,NA,1,NA,NA,400,1
8328954,0,145,123,NA,2,NA,NA,400,0
8328955,1,9,NA,NA,NA,NA,NA,NA,0
8328956,0,40,42,NA,1,NA,NA,1,0
8328957,0,27,34,NA,0,NA,NA,90,0
8328958,0,221,54,NA,0,NA,NA,1,0
8328959,0,82,80,NA,0,NA,NA,1,0
8328960,0,142,120,8,0,8,1,120,0
8328961,0,271,181,118,0,118,0,1,0
8328962,0,375,211,66,1,66,0,1,0
8328963,0,265,NA,NA,0,NA,NA,NA,0
8328964,0,133,27,11,0,16,1,30,0
8328965,0,28,1,NA,0,NA,NA,1,0
8328966,0,165,153,33,0,51,0,90,0
8328967,0,183,101,46,0,70,3,90,0
8328968,0,179,148,14,1,29,2,1,0
8328969,0,271,113,113,0,113,1,1,0
8328970,1,141,85,85,0,85,0,400,0
8328971,1,133,89,45,1,68,0,400,0
8328972,1,216,218,101,0,101,0,400,0
8328973,1,113,44,NA,0,NA,NA,1,0
8328974,1,220,NA,NA,0,NA,NA,NA,1
8328975,1,346,120,117,1,119,2,60,0
8328976,0,379,173,19,1,89,1,30,0
8328977,1,110,107,98,0,98,0,400,0
8328978,1,198,174,52,0,113,0,30,0
8328979,1,187,85,70,0,70,0,1,0
8328980,0,256,335,25,0,55,1,400,0
8328981,1,37,19,NA,0,NA,NA,90,0
8328982,0,290,167,NA,1,NA,NA,400,0
8328983,0,253,123,NA,0,NA,NA,1,0
8328984,0,380,194,43,1,113,2,400,0
8328985,1,164,128,16,2,21,6,1,0
8328986,0,227,104,42,1,77,1,400,0
8328987,1,246,253,125,1,125,1,30,0
8328988,0,415,330,NA,0,NA,NA,1,0
8328989,0,84,84,NA,0,NA,NA,400,0
8328990,1,323,230,NA,0,NA,NA,1,0
8328991,0,233,226,43,1,43,1,90,0
8328992,1,74,74,40,0,57,0,400,0
8328993,1,214,217,NA,2,NA,NA,400,0
8328994,0,80,76,NA,0,NA,NA,400,0
8328995,1,37,NA,NA,0,NA,NA,NA,0
8328996,0,179,174,79,0,85,0,30,0
8328997,0,150,145,38,2,75,5,400,0
8328998,1,18,NA,NA,0,NA,NA,NA,1
8328999,1,298,161,31,0,31,1,1,0
8329000,1,61,46,NA,0,NA,NA,1,0
8329001,1,379,103,41,0,70,0,1,0
8329002,0,31,4,3,0,3,1,1,0
8329003,1,296,NA,NA,0,NA,NA,NA,0
8329004,0,257,326,24,0,50,1,1,0
8329005,0,377,NA,NA,NA,NA,NA,NA,0
8329006,0,7,7,NA,0,NA,NA,1,0
8329007,1,116,NA,NA,NA,NA,NA,NA,0
8329008,0,189,NA,NA,0,NA,NA,NA,0
8329009,0,356,248,19,1,59,1,400,0
8329010,1,284,149,34,0,72,3,400,0
8329011,0,35,36,NA,0,NA,NA,1,0
8329012,0,186,164,NA,0,NA,NA,1,0
8329013,0,347,128,40,0,83,2,400,0
8329014,0,186,93,NA,2,NA,NA,1,0
8329015,0,361,247,12,0,87,2,30,0
8329016,1,102,96,NA,1,NA,NA,400,0
8329017,0,91,90,81,0,81,1,60,0
8329018,0,238,55,NA,1,NA,NA,400,0
8329019,0,10,10,NA,0,NA,NA,1,0
8329020,0,377,263,86,0,86,0,1,0
8329021,1,206,86,39,0,39,0,400,0
8329022,1,170,42,NA,0,NA,NA,1,0
8329023,0,348,170,100,0,128,2,1,0
8329024,1,184,95,56,0,68,0,400,0
8329025,0,113,100,NA,0,NA,NA,1,0
8329026,0,80,79,18,0,49,1,1,0
8329027,0,103,41,NA,0,NA,NA,1,0
8329028,1,202,131,47,0,47,0,400,0
8329029,0,271,238,97,0,109,3,1,0
8329030,0,230,220,51,0,73,1,1,0
8329031,1,120,95,3,0,10,2,400,0
8329032,0,240,14,NA,0,NA,NA,1,0
8329033,0,102,98,48,0,73,1,30,1
8329034,0,114,101,4,0,48,2,1,0
8329035,0,218,NA,NA,0,NA,NA,NA,0
8329036,1,360,454,57,0,72,1,400,0
8329037,0,301,NA,NA,NA,NA,NA,NA,1
8329038,0,202,49,49,0,49,1,1,1
8329039,0,80,75,NA,0,NA,NA,30,0
8329040,1,53,NA,NA,0,NA,NA,NA,0
8329041,1,313,110,46,0,68,0,30,0
8329042,0,126,127,NA,0,NA,NA,120,0
8329043,0,103,97,56,1,74,4,1,0
8329044,1,95,77,NA,0,NA,NA,1,0
8329045,0,124,NA,NA,NA,NA,NA,NA,0
8329046,0,248,237,36,3,88,2,400,0
8329047,0,317,144,42,0,102,1,400,0
8329048,0,171,112,59,2,86,1,400,0
8329049,1,317,36,NA,1,NA,NA,400,0
8329050,0,75,40,7,0,7,1,90,0
8329051,0,38,38,NA,0,NA,NA,1,0
8329052,0,12,6,3,0,3,1,1,0
8329053,0,6,NA,NA,0,NA,NA,NA,0
8329054,0,221,231,81,1,114,3,90,0
8329055,1,121,121,12,0,52,0,120,0
8329056,0,161,6,6,0,6,1,1,0
8329057,0,395,256,NA,1,NA,NA,1,0
8329058,0,153,NA,NA,0,NA,NA,NA,0
8329059,0,350,165,21,1,78,3,1,0
8329060,1,107,103,NA,0,NA,NA,400,1
8329061,0,295,87,10,2,36,1,1,0
8329062,1,120,NA,NA,0,NA,NA,NA,0
8329063,0,117,95,83,0,85,1,1,0
8329064,1,69,13,NA,0,NA,NA,1,0
8329065,0,11,NA,NA,NA,NA,NA,NA,0
8329066,1,99,58,NA,0,NA,NA,400,0
8329067,0,162,149,37,0,105,4,400,0
8329068,1,94,NA,NA,NA,NA,NA,NA,0
8329069,0,188,149,55,0,63,1,1,0
8329070,1,8,NA,NA,NA,NA,NA,NA,0
8329071,0,173,172,74,0,95,3,1,0
8329072,0,121,63,13,0,13,1,60,0
8329073,0,170,164,17,0,17,0,400,0
8329074,0,158,150,NA,0,NA,NA,30,0
8329075,0,84,61,NA,0,NA,NA,1,0
8329076,0,100,88,88,0,88,0,400,0
8329077,0,193,167,33,1,110,3,1,0
8329078,0,NA,NA,NA,0,NA,NA,NA,0
8329079,0,84,84,NA,1,NA,NA,1,0
8329080,0,82,84,5,0,5,2,30,0
8329081,1,144,145,34,0,34,0,1,0
8329082,0,356,165,24,0,75,1,400,0
8329083,1,113,52,NA,0,NA,NA,1,0
8329084,0,140,NA,NA,1,NA,NA,NA,0
8329085,0,299,203,NA,0,NA,NA,30,0
8329086,0,70,81,NA,0,NA,NA,1,0
8329087,1,244,93,NA,0,NA,NA,90,0
8329088,0,108,95,2,0,2,1,1,1
8329089,0,235,118,116,0,117,2,1,0
8329090,0,45,32,NA,0,NA,NA,400,0
8329091,0,279,217,82,0,104,1,1,0
8329092,1,88,16,3,1,3,1,1,0
8329093,0,340,217,48,2,61,1,1,0
8329094,1,267,163,56,0,56,0,400,0
8329095,0,60,NA,NA,0,NA,NA,NA,0
8329096,1,105,84,NA,0,NA,NA,400,0
8329097,0,164,164,51,0,83,3,1,0
8329098,1,360,169,53,0,53,0,1,0
8329099,1,79,80,NA,0,NA,NA,400,0
8329100,0,84,77,77,0,77,1,60,1
8329101,0,346,543,71,0,71,0,1,0
8329102,0,33,NA,NA,NA,NA,NA,NA,0
8329103,0,180,167,43,0,86,4,90,0
8329104,0,104,84,17,2,17,1,1,1
8329105,0,251,258,41,0,86,4,1,0
8329106,1,65,66,11,0,11,1,1,0
8329107,0,167,126,NA,0,NA,NA,1,1
8329108,0,164,20,NA,1,NA,NA,120,0
8329109,0,62,43,NA,0,NA,NA,1,0
8329110,0,126,36,NA,0,NA,NA,1,0
8329111,0,178,114,NA,0,NA,NA,1,0
8329112,0,338,137,NA,0,NA,NA,400,0
8329113,0,238,NA,NA,0,NA,NA,NA,0
8329114,0,187,NA,NA,0,NA,NA,NA,0
8329115,0,256,202,104,0,104,0,400,0
8329116,0,175,106,6,0,6,2,400,0
8329117,0,164,158,75,0,96,0,1,0
8329118,0,376,429,135,0,135,1,1,0
8329119,0,96,95,NA,0,NA,NA,1,1
8329120,1,121,17,NA,0,NA,NA,120,0
8329121,1,116,116,NA,0,NA,NA,400,1
8329122,0,235,125,3,0,53,5,400,0
8329123,0,300,375,79,0,90,0,400,0
8329124,0,346,81,81,0,81,0,400,0
8329125,0,112,104,26,0,38,1,1,0
8329126,0,128,112,13,1,25,1,1,0
8329127,0,382,427,15,0,75,1,60,0
8329128,1,183,141,68,0,105,2,400,0
8329129,0,330,232,133,0,133,1,60,0
8329130,1,45,46,31,0,31,0,1,0
